criterio,inicio,fin,tipo,descripcion
inai,2021-04-20,2021-06-20,top,Erased
inai,2021-04-20,2021-06-20,top,Institución
inai,2021-04-20,2021-06-20,top,Autoridad
inai,2021-04-20,2021-06-20,top,Democracia
inai,2021-04-20,2021-06-20,top,Plataforma informática
inai,2021-04-20,2021-06-20,top,Comisión Nacional de los Derechos Humanos
inai,2021-04-20,2021-06-20,top,Derechos
inai,2021-04-20,2021-06-20,top,Ciudadano
inai,2021-04-20,2021-06-20,top,Andrés Manuel López Obrador
inai,2021-04-20,2021-06-20,top,Funcionario
inai,2021-04-20,2021-06-20,top,Sigla
inai,2021-04-20,2021-06-20,top,Principio
inai,2021-04-20,2021-06-20,top,Protección de datos personales
inai,2021-04-20,2021-06-20,top,Corrupción política
semanas cotizadas,2023-02-20,2023-04-20,aumento,Salario base de cotización
semanas cotizadas,2023-02-20,2023-04-20,aumento,Ley ex post facto
semanas cotizadas,2023-02-20,2023-04-20,aumento,1992
semanas cotizadas,2023-02-20,2023-04-20,aumento,Patronal
semanas cotizadas,2023-02-20,2023-04-20,top,Instituto Mexicano Del Seguro Social
semanas cotizadas,2023-02-20,2023-04-20,top,Constancia
semanas cotizadas,2023-02-20,2023-04-20,top,Instituto del Fondo Nacional de la Vivienda para los Trabajadores
semanas cotizadas,2023-02-20,2023-04-20,top,Infonavit
semanas cotizadas,2023-02-20,2023-04-20,top,Pensión
semanas cotizadas,2023-02-20,2023-04-20,top,Administradoras de Fondos para el Retiro
semanas cotizadas,2023-02-20,2023-04-20,top,Número de Seguro Social
semanas cotizadas,2023-02-20,2023-04-20,top,Seguridad social
semanas cotizadas,2023-02-20,2023-04-20,top,Cotización
semanas cotizadas,2023-02-20,2023-04-20,top,Punto
semanas cotizadas,2023-02-20,2023-04-20,top,1997
semanas cotizadas,2023-02-20,2023-04-20,top,Jubilación
semanas cotizadas,2023-02-20,2023-04-20,top,Patronal
semanas cotizadas,2023-02-20,2023-04-20,top,Salario base de cotización
semanas cotizadas,2023-02-20,2023-04-20,top,1992
semanas cotizadas,2023-02-20,2023-04-20,top,Ley ex post facto
semanas cotizadas,2022-12-20,2023-02-20,aumento,Tesorería General de la Seguridad Social
semanas cotizadas,2022-12-20,2023-02-20,top,Instituto Mexicano Del Seguro Social
semanas cotizadas,2022-12-20,2023-02-20,top,Instituto del Fondo Nacional de la Vivienda para los Trabajadores
semanas cotizadas,2022-12-20,2023-02-20,top,Infonavit
semanas cotizadas,2022-12-20,2023-02-20,top,Constancia
semanas cotizadas,2022-12-20,2023-02-20,top,Número de Seguro Social
semanas cotizadas,2022-12-20,2023-02-20,top,Pensión
semanas cotizadas,2022-12-20,2023-02-20,top,Administradoras de Fondos para el Retiro
semanas cotizadas,2022-12-20,2023-02-20,top,Seguridad social
semanas cotizadas,2022-12-20,2023-02-20,top,Cotización
semanas cotizadas,2022-12-20,2023-02-20,top,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado
semanas cotizadas,2022-12-20,2023-02-20,top,Punto
semanas cotizadas,2022-12-20,2023-02-20,top,Jubilación
semanas cotizadas,2022-12-20,2023-02-20,top,1973
semanas cotizadas,2022-12-20,2023-02-20,top,1997
semanas cotizadas,2022-12-20,2023-02-20,top,Tesorería General de la Seguridad Social
semanas cotizadas,2022-10-20,2022-12-20,aumento,Afiliado
semanas cotizadas,2022-10-20,2022-12-20,aumento,Trabajador doméstico
semanas cotizadas,2022-10-20,2022-12-20,aumento,Conservación
semanas cotizadas,2022-10-20,2022-12-20,top,Instituto Mexicano Del Seguro Social
semanas cotizadas,2022-10-20,2022-12-20,top,Instituto del Fondo Nacional de la Vivienda para los Trabajadores
semanas cotizadas,2022-10-20,2022-12-20,top,Infonavit
semanas cotizadas,2022-10-20,2022-12-20,top,Clave Única de Registro de Población
semanas cotizadas,2022-10-20,2022-12-20,top,Constancia
semanas cotizadas,2022-10-20,2022-12-20,top,Pensión
semanas cotizadas,2022-10-20,2022-12-20,top,Administradoras de Fondos para el Retiro
semanas cotizadas,2022-10-20,2022-12-20,top,Número de Seguro Social
semanas cotizadas,2022-10-20,2022-12-20,top,Seguridad social
semanas cotizadas,2022-10-20,2022-12-20,top,Punto
semanas cotizadas,2022-10-20,2022-12-20,top,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado
semanas cotizadas,2022-10-20,2022-12-20,top,Cotización
semanas cotizadas,2022-10-20,2022-12-20,top,Jubilación
semanas cotizadas,2022-10-20,2022-12-20,top,1973
semanas cotizadas,2022-10-20,2022-12-20,top,1997
semanas cotizadas,2022-10-20,2022-12-20,top,Pensioner
semanas cotizadas,2022-10-20,2022-12-20,top,Afiliado
semanas cotizadas,2022-10-20,2022-12-20,top,Trabajador doméstico
semanas cotizadas,2022-10-20,2022-12-20,top,Conservación
semanas cotizadas,2022-08-20,2022-10-20,aumento,Semana
semanas cotizadas,2022-08-20,2022-10-20,aumento,Revista Semana
semanas cotizadas,2022-08-20,2022-10-20,aumento,Desempleo
semanas cotizadas,2022-08-20,2022-10-20,top,Semana
semanas cotizadas,2022-08-20,2022-10-20,top,Instituto Mexicano Del Seguro Social
semanas cotizadas,2022-08-20,2022-10-20,top,Instituto del Fondo Nacional de la Vivienda para los Trabajadores
semanas cotizadas,2022-08-20,2022-10-20,top,Infonavit
semanas cotizadas,2022-08-20,2022-10-20,top,Constancia
semanas cotizadas,2022-08-20,2022-10-20,top,Número de Seguro Social
semanas cotizadas,2022-08-20,2022-10-20,top,Administradoras de Fondos para el Retiro
semanas cotizadas,2022-08-20,2022-10-20,top,Pensión
semanas cotizadas,2022-08-20,2022-10-20,top,Seguridad social
semanas cotizadas,2022-08-20,2022-10-20,top,Punto
semanas cotizadas,2022-08-20,2022-10-20,top,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado
semanas cotizadas,2022-08-20,2022-10-20,top,Cotización
semanas cotizadas,2022-08-20,2022-10-20,top,Jubilación
semanas cotizadas,2022-08-20,2022-10-20,top,Desempleo
semanas cotizadas,2022-08-20,2022-10-20,top,1973
semanas cotizadas,2022-08-20,2022-10-20,top,Revista Semana
semanas cotizadas,2022-06-20,2022-08-20,aumento,Afiliado
semanas cotizadas,2022-06-20,2022-08-20,aumento,SURA México
semanas cotizadas,2022-06-20,2022-08-20,aumento,Oficina de Expedicion de Certificados de Antecedentes no Penales
semanas cotizadas,2022-06-20,2022-08-20,aumento,Sector servicios
semanas cotizadas,2022-06-20,2022-08-20,top,Instituto Mexicano Del Seguro Social
semanas cotizadas,2022-06-20,2022-08-20,top,Instituto del Fondo Nacional de la Vivienda para los Trabajadores
semanas cotizadas,2022-06-20,2022-08-20,top,Infonavit
semanas cotizadas,2022-06-20,2022-08-20,top,Constancia
semanas cotizadas,2022-06-20,2022-08-20,top,Número de Seguro Social
semanas cotizadas,2022-06-20,2022-08-20,top,Pensión
semanas cotizadas,2022-06-20,2022-08-20,top,Administradoras de Fondos para el Retiro
semanas cotizadas,2022-06-20,2022-08-20,top,Seguridad social
semanas cotizadas,2022-06-20,2022-08-20,top,Punto
semanas cotizadas,2022-06-20,2022-08-20,top,Cotización
semanas cotizadas,2022-06-20,2022-08-20,top,Jubilación
semanas cotizadas,2022-06-20,2022-08-20,top,1973
semanas cotizadas,2022-06-20,2022-08-20,top,Sector servicios
semanas cotizadas,2022-06-20,2022-08-20,top,Oficina de Expedicion de Certificados de Antecedentes no Penales
semanas cotizadas,2022-06-20,2022-08-20,top,Afiliado
semanas cotizadas,2022-06-20,2022-08-20,top,SURA México
semanas cotizadas,2022-04-20,2022-06-20,aumento,National Service Scheme
semanas cotizadas,2022-04-20,2022-06-20,aumento,Internacionalización y localización
semanas cotizadas,2022-04-20,2022-06-20,top,Instituto Mexicano Del Seguro Social
semanas cotizadas,2022-04-20,2022-06-20,top,Infonavit
semanas cotizadas,2022-04-20,2022-06-20,top,Instituto del Fondo Nacional de la Vivienda para los Trabajadores
semanas cotizadas,2022-04-20,2022-06-20,top,Constancia
semanas cotizadas,2022-04-20,2022-06-20,top,Pensión
semanas cotizadas,2022-04-20,2022-06-20,top,Administradoras de Fondos para el Retiro
semanas cotizadas,2022-04-20,2022-06-20,top,Número de Seguro Social
semanas cotizadas,2022-04-20,2022-06-20,top,Seguridad social
semanas cotizadas,2022-04-20,2022-06-20,top,Punto
semanas cotizadas,2022-04-20,2022-06-20,top,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado
semanas cotizadas,2022-04-20,2022-06-20,top,Cotización
semanas cotizadas,2022-04-20,2022-06-20,top,Jubilación
semanas cotizadas,2022-04-20,2022-06-20,top,1973
semanas cotizadas,2022-04-20,2022-06-20,top,National Service Scheme
semanas cotizadas,2022-04-20,2022-06-20,top,Internacionalización y localización
semanas cotizadas,2022-02-20,2022-04-20,aumento,Yopmail
semanas cotizadas,2022-02-20,2022-04-20,aumento,Dirección de correo electrónico desechable
semanas cotizadas,2022-02-20,2022-04-20,aumento,Revista Semana
semanas cotizadas,2022-02-20,2022-04-20,top,Instituto Mexicano Del Seguro Social
semanas cotizadas,2022-02-20,2022-04-20,top,Instituto del Fondo Nacional de la Vivienda para los Trabajadores
semanas cotizadas,2022-02-20,2022-04-20,top,Infonavit
semanas cotizadas,2022-02-20,2022-04-20,top,Clave Única de Registro de Población
semanas cotizadas,2022-02-20,2022-04-20,top,Constancia
semanas cotizadas,2022-02-20,2022-04-20,top,Pensión
semanas cotizadas,2022-02-20,2022-04-20,top,Número de Seguro Social
semanas cotizadas,2022-02-20,2022-04-20,top,Seguridad social
semanas cotizadas,2022-02-20,2022-04-20,top,Administradoras de Fondos para el Retiro
semanas cotizadas,2022-02-20,2022-04-20,top,Punto
semanas cotizadas,2022-02-20,2022-04-20,top,Jubilación
semanas cotizadas,2022-02-20,2022-04-20,top,Cotización
semanas cotizadas,2022-02-20,2022-04-20,top,1973
semanas cotizadas,2022-02-20,2022-04-20,top,Yopmail
semanas cotizadas,2022-02-20,2022-04-20,top,Dirección de correo electrónico desechable
semanas cotizadas,2022-02-20,2022-04-20,top,Revista Semana
semanas cotizadas,2021-12-20,2022-02-20,aumento,1973
semanas cotizadas,2021-12-20,2022-02-20,aumento,Punto
semanas cotizadas,2021-12-20,2022-02-20,top,Semana
semanas cotizadas,2021-12-20,2022-02-20,top,Instituto Mexicano Del Seguro Social
semanas cotizadas,2021-12-20,2022-02-20,top,Instituto del Fondo Nacional de la Vivienda para los Trabajadores
semanas cotizadas,2021-12-20,2022-02-20,top,Infonavit
semanas cotizadas,2021-12-20,2022-02-20,top,Constancia
semanas cotizadas,2021-12-20,2022-02-20,top,Administradoras de Fondos para el Retiro
semanas cotizadas,2021-12-20,2022-02-20,top,Pensión
semanas cotizadas,2021-12-20,2022-02-20,top,Seguridad social
semanas cotizadas,2021-12-20,2022-02-20,top,Número de Seguro Social
semanas cotizadas,2021-12-20,2022-02-20,top,Punto
semanas cotizadas,2021-12-20,2022-02-20,top,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado
semanas cotizadas,2021-12-20,2022-02-20,top,Jubilación
semanas cotizadas,2021-12-20,2022-02-20,top,Cotización
semanas cotizadas,2021-12-20,2022-02-20,top,1973
semanas cotizadas,2021-10-20,2021-12-20,aumento,Tesorería General de la Seguridad Social
semanas cotizadas,2021-10-20,2021-12-20,aumento,Mercadotecnia en motores de búsqueda
semanas cotizadas,2021-10-20,2021-12-20,top,Instituto Mexicano Del Seguro Social
semanas cotizadas,2021-10-20,2021-12-20,top,Clave Única de Registro de Población
semanas cotizadas,2021-10-20,2021-12-20,top,Instituto del Fondo Nacional de la Vivienda para los Trabajadores
semanas cotizadas,2021-10-20,2021-12-20,top,Infonavit
semanas cotizadas,2021-10-20,2021-12-20,top,Constancia
semanas cotizadas,2021-10-20,2021-12-20,top,Pensión
semanas cotizadas,2021-10-20,2021-12-20,top,Seguridad social
semanas cotizadas,2021-10-20,2021-12-20,top,Número de Seguro Social
semanas cotizadas,2021-10-20,2021-12-20,top,Administradoras de Fondos para el Retiro
semanas cotizadas,2021-10-20,2021-12-20,top,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado
semanas cotizadas,2021-10-20,2021-12-20,top,Jubilación
semanas cotizadas,2021-10-20,2021-12-20,top,Cotización
semanas cotizadas,2021-10-20,2021-12-20,top,Mercadotecnia en motores de búsqueda
semanas cotizadas,2021-10-20,2021-12-20,top,Tesorería General de la Seguridad Social
semanas cotizadas,2021-08-20,2021-10-20,aumento,Afore AZTECA
semanas cotizadas,2021-08-20,2021-10-20,aumento,Afore SURA
semanas cotizadas,2021-08-20,2021-10-20,aumento,Trabajador doméstico
semanas cotizadas,2021-08-20,2021-10-20,aumento,Comisión Nacional del Sistema de Ahorro para el Retiro
semanas cotizadas,2021-08-20,2021-10-20,aumento,Gobierno de México
semanas cotizadas,2021-08-20,2021-10-20,aumento,Jubilación
semanas cotizadas,2021-08-20,2021-10-20,top,Instituto Mexicano Del Seguro Social
semanas cotizadas,2021-08-20,2021-10-20,top,Instituto del Fondo Nacional de la Vivienda para los Trabajadores
semanas cotizadas,2021-08-20,2021-10-20,top,Infonavit
semanas cotizadas,2021-08-20,2021-10-20,top,Constancia
semanas cotizadas,2021-08-20,2021-10-20,top,Pensión
semanas cotizadas,2021-08-20,2021-10-20,top,Seguridad social
semanas cotizadas,2021-08-20,2021-10-20,top,Número de Seguro Social
semanas cotizadas,2021-08-20,2021-10-20,top,Administradoras de Fondos para el Retiro
semanas cotizadas,2021-08-20,2021-10-20,top,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado
semanas cotizadas,2021-08-20,2021-10-20,top,Jubilación
semanas cotizadas,2021-08-20,2021-10-20,top,Cotización
semanas cotizadas,2021-08-20,2021-10-20,top,1973
semanas cotizadas,2021-08-20,2021-10-20,top,Comisión Nacional del Sistema de Ahorro para el Retiro
semanas cotizadas,2021-08-20,2021-10-20,top,Gobierno de México
semanas cotizadas,2021-08-20,2021-10-20,top,Afore AZTECA
semanas cotizadas,2021-08-20,2021-10-20,top,Afore SURA
semanas cotizadas,2021-08-20,2021-10-20,top,Trabajador doméstico
semanas cotizadas,2021-06-20,2021-08-20,aumento,Patronal
semanas cotizadas,2021-06-20,2021-08-20,top,Instituto Mexicano Del Seguro Social
semanas cotizadas,2021-06-20,2021-08-20,top,Infonavit
semanas cotizadas,2021-06-20,2021-08-20,top,Instituto del Fondo Nacional de la Vivienda para los Trabajadores
semanas cotizadas,2021-06-20,2021-08-20,top,Constancia
semanas cotizadas,2021-06-20,2021-08-20,top,Seguridad social
semanas cotizadas,2021-06-20,2021-08-20,top,Pensión
semanas cotizadas,2021-06-20,2021-08-20,top,Administradoras de Fondos para el Retiro
semanas cotizadas,2021-06-20,2021-08-20,top,Número de Seguro Social
semanas cotizadas,2021-06-20,2021-08-20,top,Cotización
semanas cotizadas,2021-06-20,2021-08-20,top,Jubilación
semanas cotizadas,2021-06-20,2021-08-20,top,Patronal
semanas cotizadas,2021-04-20,2021-06-20,aumento,Semana
semanas cotizadas,2021-04-20,2021-06-20,aumento,Liquidación
semanas cotizadas,2021-04-20,2021-06-20,aumento,Revista Semana
semanas cotizadas,2021-04-20,2021-06-20,aumento,Beneficiary
semanas cotizadas,2021-04-20,2021-06-20,top,Semana
semanas cotizadas,2021-04-20,2021-06-20,top,Instituto Mexicano Del Seguro Social
semanas cotizadas,2021-04-20,2021-06-20,top,Infonavit
semanas cotizadas,2021-04-20,2021-06-20,top,Instituto del Fondo Nacional de la Vivienda para los Trabajadores
semanas cotizadas,2021-04-20,2021-06-20,top,Seguridad social
semanas cotizadas,2021-04-20,2021-06-20,top,Constancia
semanas cotizadas,2021-04-20,2021-06-20,top,Pensión
semanas cotizadas,2021-04-20,2021-06-20,top,Administradoras de Fondos para el Retiro
semanas cotizadas,2021-04-20,2021-06-20,top,Número de Seguro Social
semanas cotizadas,2021-04-20,2021-06-20,top,Punto
semanas cotizadas,2021-04-20,2021-06-20,top,Certificado
semanas cotizadas,2021-04-20,2021-06-20,top,Cotización
semanas cotizadas,2021-04-20,2021-06-20,top,Jubilación
semanas cotizadas,2021-04-20,2021-06-20,top,Liquidación
semanas cotizadas,2021-04-20,2021-06-20,top,Revista Semana
semanas cotizadas,2021-04-20,2021-06-20,top,Beneficiary
expediente medico,2023-02-20,2023-04-20,aumento,Médico
expediente medico,2023-02-20,2023-04-20,aumento,Número
expediente medico,2023-02-20,2023-04-20,aumento,Paciente
expediente medico,2023-02-20,2023-04-20,aumento,Derecho
expediente medico,2023-02-20,2023-04-20,top,Médico
expediente medico,2023-02-20,2023-04-20,top,Clínica
expediente medico,2023-02-20,2023-04-20,top,Derecho
expediente medico,2023-02-20,2023-04-20,top,Número
expediente medico,2023-02-20,2023-04-20,top,Paciente
expediente medico,2022-12-20,2023-02-20,aumento,Norma Oficial Mexicana
expediente medico,2022-12-20,2023-02-20,aumento,Salud
expediente medico,2022-12-20,2023-02-20,aumento,Electrónica
expediente medico,2022-12-20,2023-02-20,aumento,Médico forense
expediente medico,2022-12-20,2023-02-20,aumento,Escuela
expediente medico,2022-12-20,2023-02-20,top,Clínica
expediente medico,2022-12-20,2023-02-20,top,Norma Oficial Mexicana
expediente medico,2022-12-20,2023-02-20,top,Salud
expediente medico,2022-12-20,2023-02-20,top,Electrónica
expediente medico,2022-12-20,2023-02-20,top,"Secretaría de Infraestructura, Comunicaciones y Transportes"
expediente medico,2022-12-20,2023-02-20,top,Médico forense
expediente medico,2022-12-20,2023-02-20,top,Escuela
expediente medico,2022-10-20,2022-12-20,aumento,Licencia
expediente medico,2022-10-20,2022-12-20,aumento,"Secretaría de Infraestructura, Comunicaciones y Transportes"
expediente medico,2022-10-20,2022-12-20,top,Médico
expediente medico,2022-10-20,2022-12-20,top,Clínica
expediente medico,2022-10-20,2022-12-20,top,Licencia
expediente medico,2022-10-20,2022-12-20,top,"Secretaría de Infraestructura, Comunicaciones y Transportes"
expediente medico,2022-08-20,2022-10-20,aumento,NOM-004-STPS-1999
expediente medico,2022-08-20,2022-10-20,aumento,Norma Oficial Mexicana
expediente medico,2022-08-20,2022-10-20,aumento,Electrónica
expediente medico,2022-08-20,2022-10-20,aumento,Clínica
expediente medico,2022-08-20,2022-10-20,top,Clínica
expediente medico,2022-08-20,2022-10-20,top,Norma Oficial Mexicana
expediente medico,2022-08-20,2022-10-20,top,NOM-004-STPS-1999
expediente medico,2022-08-20,2022-10-20,top,Electrónica
expediente medico,2022-06-20,2022-08-20,aumento,Electrónica
expediente medico,2022-06-20,2022-08-20,top,Clínica
expediente medico,2022-06-20,2022-08-20,top,Electrónica
